timestamp,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (m/s),wind_speed_100m (m/s),shortwave_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²)
1641096000,12.1,93,1017.7,3.81,7.69,0.0,0.0,0.0
1641099600,11.7,94,1017.9,3.72,7.62,0.0,0.0,0.0
1641103200,11.5,94,1018.1,3.62,7.60,0.0,0.0,0.0
1641106800,11.8,93,1018.4,3.71,7.47,57.8,31.1,220.3
1641110400,13.3,89,1018.5,3.67,7.75,201.2,70.2,499.6
1641114000,14.8,83,1018.8,3.09,5.46,326.1,82.1,662.6
1641117600,15.9,76,1018.9,3.29,4.62,405.4,85.6,740.4
1641121200,16.4,71,1018.3,3.08,4.15,430.4,84.9,769.3
1641124800,16.6,63,1017.8,3.41,4.53,399.6,79.4,765.1
1641128400,16.1,63,1017.5,3.01,4.23,319.1,68.6,731.5
1641132000,15.4,68,1017.2,2.10,3.31,195.7,52.7,633.9
1641135600,12.8,88,1017.1,2.11,2.93,55.3,21.4,388.6
1641139200,9.9,94,1017.0,2.60,3.16,0.0,0.0,0.0
1641142800,9.1,98,1017.3,2.62,2.90,0.0,0.0,0.0
1641146400,11.4,95,1017.5,1.58,1.96,0.0,0.0,0.0
1641150000,8.1,100,1017.3,1.22,1.04,0.0,0.0,0.0
1641153600,7.1,100,1017.6,1.03,0.72,0.0,0.0,0.0
1641157200,6.1,100,1017.4,1.28,1.04,0.0,0.0,0.0
1641160800,6.0,100,1017.3,1.20,1.40,0.0,0.0,0.0
1641164400,4.4,100,1016.9,1.27,1.71,0.0,0.0,0.0
1641168000,4.9,100,1016.6,1.62,2.39,0.0,0.0,0.0
1641171600,3.6,100,1016.4,1.33,1.90,0.0,0.0,0.0
1641175200,3.4,100,1016.5,2.14,3.22,0.0,0.0,0.0
1641178800,5.6,100,1016.0,2.05,4.97,0.0,0.0,0.0
1641182400,7.2,100,1015.8,2.41,5.72,0.0,0.0,0.0
1641186000,7.6,100,1015.3,2.34,5.39,0.0,0.0,0.0
1641189600,8.0,97,1015.4,2.20,5.50,0.0,0.0,0.0
1641193200,8.7,95,1015.6,2.12,5.15,53.4,33.4,165.2
1641196800,10.4,90,1015.8,2.13,5.23,190.4,79.7,421.8
1641200400,11.9,81,1016.0,2.10,3.13,312.3,94.8,589.3
1641204000,13.0,74,1015.6,2.32,3.16,390.5,99.5,672.0
1641207600,13.8,69,1014.6,2.10,2.70,422.5,102.1,711.0
1641211200,14.2,65,1014.0,1.63,2.11,392.2,91.8,714.4
1641214800,13.8,69,1013.5,2.15,2.69,248.0,127.6,349.6
1641218400,12.7,74,1013.0,2.72,3.74,115.8,92.2,103.7
1641222000,11.2,80,1013.7,2.25,4.16,55.1,24.8,348.2
1641225600,10.3,84,1013.3,1.68,2.90,0.0,0.0,0.0
1641229200,8.8,90,1013.9,1.84,4.70,0.0,0.0,0.0
1641232800,9.1,89,1013.8,1.84,3.94,0.0,0.0,0.0
1641236400,7.7,93,1013.2,2.06,2.39,0.0,0.0,0.0
1641240000,6.4,95,1013.0,1.82,2.13,0.0,0.0,0.0
1641243600,6.6,96,1013.1,1.41,2.87,0.0,0.0,0.0
1641247200,6.7,95,1013.0,1.92,3.42,0.0,0.0,0.0
1641250800,6.3,95,1013.1,1.60,3.41,0.0,0.0,0.0
1641254400,7.2,91,1012.4,2.05,4.16,0.0,0.0,0.0
1641258000,7.6,91,1012.2,1.70,4.12,0.0,0.0,0.0
1641261600,7.6,92,1012.2,2.01,4.66,0.0,0.0,0.0
1641265200,8.0,93,1011.6,2.25,5.12,0.0,0.0,0.0
1641268800,7.6,94,1011.2,1.88,4.43,0.0,0.0,0.0
1641272400,6.7,97,1011.3,1.72,3.78,0.0,0.0,0.0
1641276000,6.1,100,1011.7,1.75,3.18,0.0,0.0,0.0
1641279600,7.6,99,1011.9,1.30,2.86,48.9,40.0,73.3
1641283200,10.3,92,1012.4,1.40,2.30,186.4,89.1,369.7
1641286800,12.9,82,1012.3,1.70,2.92,279.9,137.6,384.7
1641290400,14.6,72,1012.0,3.05,4.11,398.1,96.3,694.8
1641294000,15.1,68,1011.1,3.48,4.62,306.3,136.5,375.6
1641297600,16.3,61,1010.0,3.85,5.29,291.9,134.0,373.9
1641301200,16.3,59,1009.4,3.71,5.34,240.2,129.5,319.4
1641304800,15.4,66,1009.2,4.24,6.35,148.5,82.1,288.1
1641308400,14.0,72,1009.1,3.20,5.90,52.4,28.3,277.0
1641312000,12.4,81,1009.1,3.10,6.21,0.0,0.0,0.0
1641315600,11.1,90,1009.2,3.11,6.70,0.0,0.0,0.0
1641319200,10.8,93,1009.0,3.72,7.51,0.0,0.0,0.0
1641322800,10.6,93,1008.6,3.72,7.71,0.0,0.0,0.0
1641326400,10.3,93,1008.4,3.41,7.20,0.0,0.0,0.0
1641330000,10.2,94,1008.0,3.54,7.42,0.0,0.0,0.0
1641333600,10.7,96,1007.5,3.77,7.62,0.0,0.0,0.0
1641337200,11.3,95,1006.9,3.98,7.63,0.0,0.0,0.0
1641340800,11.8,94,1006.7,4.16,7.74,0.0,0.0,0.0
1641344400,11.7,94,1006.6,4.39,8.27,0.0,0.0,0.0
1641348000,11.6,93,1006.0,4.56,8.55,0.0,0.0,0.0
1641351600,11.6,93,1005.3,4.73,8.75,0.0,0.0,0.0
1641355200,11.6,93,1005.0,4.32,8.32,0.0,0.0,0.0
1641358800,11.5,94,1004.9,4.21,8.13,0.0,0.0,0.0
1641362400,11.6,93,1005.0,4.24,8.15,0.0,0.0,0.0
1641366000,12.3,94,1004.8,4.49,8.40,55.6,31.1,201.0
1641369600,14.0,90,1004.8,4.92,8.53,191.8,81.0,420.0
1641373200,15.4,80,1004.6,6.66,10.18,323.9,87.9,636.4
1641376800,16.5,73,1003.7,6.36,9.59,391.8,108.1,651.0
1641380400,16.9,69,1002.8,6.61,9.65,433.9,98.1,739.6
1641384000,16.5,67,1002.4,7.62,11.21,402.2,93.8,726.5
1641387600,16.1,68,1002.0,7.30,10.95,299.5,96.5,581.5
1641391200,15.9,68,1001.6,6.51,10.38,189.2,67.3,523.7
1641394800,15.0,78,1001.6,5.75,9.53,57.9,25.6,371.1
1641398400,13.8,87,1001.4,5.66,9.88,0.0,0.0,0.0
1641402000,13.4,89,1001.6,5.57,9.95,0.0,0.0,0.0
1641405600,13.3,90,1001.6,5.63,10.10,0.0,0.0,0.0
1641409200,13.3,89,1001.3,5.70,10.28,0.0,0.0,0.0
1641412800,13.1,89,1001.2,5.54,10.15,0.0,0.0,0.0
1641416400,12.8,91,1001.5,5.14,9.65,0.0,0.0,0.0
1641420000,12.5,92,1001.7,4.71,9.14,0.0,0.0,0.0
1641423600,12.0,93,1001.8,3.71,7.40,0.0,0.0,0.0
1641427200,11.2,93,1002.0,3.98,7.40,0.0,0.0,0.0
1641430800,11.2,91,1002.1,4.08,8.32,0.0,0.0,0.0
1641434400,11.8,92,1001.9,5.19,9.71,0.0,0.0,0.0
1641438000,11.9,92,1001.4,5.25,9.88,0.0,0.0,0.0
1641441600,11.8,89,1001.4,4.92,9.55,0.0,0.0,0.0
1641445200,11.8,89,1002.0,5.00,9.60,0.0,0.0,0.0
1641448800,11.8,90,1002.8,4.32,8.46,0.0,0.0,0.0
1641452400,12.4,88,1003.1,3.95,7.53,51.1,42.2,72.8
1641456000,13.8,88,1003.4,3.61,7.37,154.0,124.2,112.3
1641459600,15.3,80,1003.3,4.51,6.67,262.6,152.7,295.5
1641463200,16.3,71,1002.9,4.59,6.68,352.3,159.5,440.8
1641466800,16.5,64,1002.4,4.49,6.36,365.2,145.7,481.6
1641470400,16.8,64,1002.5,4.74,6.76,302.8,105.4,462.7
1641474000,15.5,72,1002.3,4.31,6.39,240.7,116.3,353.9
1641477600,15.5,71,1002.3,3.52,5.68,146.8,79.4,286.6
1641481200,14.5,76,1002.7,2.33,4.77,49.3,35.5,158.0
1641484800,12.5,86,1003.2,1.63,4.37,0.0,0.0,0.0
1641488400,11.8,91,1003.7,2.10,4.77,0.0,0.0,0.0
1641492000,11.5,94,1003.9,2.38,5.00,0.0,0.0,0.0
1641495600,10.4,95,1004.1,1.44,3.98,0.0,0.0,0.0
1641499200,10.0,96,1004.2,1.52,3.86,0.0,0.0,0.0
1641502800,9.2,96,1004.9,1.42,2.16,0.0,0.0,0.0
1641506400,10.4,97,1005.4,1.57,3.79,0.0,0.0,0.0
1641510000,9.1,98,1005.5,1.73,2.52,0.0,0.0,0.0
1641513600,9.7,94,1005.6,1.46,3.26,0.0,0.0,0.0
1641517200,9.4,97,1005.7,2.19,4.68,0.0,0.0,0.0
1641520800,10.3,97,1005.8,3.60,7.11,0.0,0.0,0.0
1641524400,11.0,92,1005.6,3.10,6.18,0.0,0.0,0.0
1641528000,10.7,92,1005.6,1.92,4.88,0.0,0.0,0.0
1641531600,10.4,94,1005.9,1.75,4.25,0.0,0.0,0.0
1641535200,9.9,96,1006.1,1.61,3.20,0.0,0.0,0.0
1641538800,10.3,95,1006.2,1.44,2.80,37.8,35.5,18.1
1641542400,12.1,86,1006.6,1.61,2.80,104.0,98.6,20.4
1641546000,12.3,92,1006.8,1.90,4.37,105.3,101.8,9.3
1641549600,13.2,87,1006.5,1.86,3.34,138.1,137.1,2.4
1641553200,13.4,87,1005.9,0.60,0.94,145.7,142.7,6.6
1641556800,12.1,90,1006.1,1.26,1.50,143.8,132.3,26.8
1641560400,12.8,86,1005.4,1.77,2.33,183.6,149.6,96.2
1641564000,11.9,87,1005.5,2.56,3.76,86.0,82.0,16.7
1641567600,11.3,92,1005.5,2.06,3.60,12.9,12.9,0.0
1641571200,11.0,93,1005.5,2.61,5.20,0.0,0.0,0.0
1641574800,10.9,94,1005.6,2.60,4.99,0.0,0.0,0.0
1641578400,10.2,93,1005.7,1.39,3.86,0.0,0.0,0.0
1641582000,10.4,94,1005.9,2.35,5.01,0.0,0.0,0.0
1641585600,10.8,94,1005.3,1.21,3.69,0.0,0.0,0.0
1641589200,10.4,95,1004.9,1.81,4.16,0.0,0.0,0.0
1641592800,10.6,94,1004.7,1.44,3.94,0.0,0.0,0.0
1641596400,10.3,97,1004.7,2.33,4.70,0.0,0.0,0.0
1641600000,9.7,94,1004.3,2.05,5.02,0.0,0.0,0.0
1641603600,9.7,95,1003.9,1.77,4.72,0.0,0.0,0.0
1641607200,9.7,95,1003.4,1.46,4.11,0.0,0.0,0.0
1641610800,8.9,97,1002.9,1.49,3.37,0.0,0.0,0.0
1641614400,9.1,96,1002.6,1.35,3.62,0.0,0.0,0.0
1641618000,8.8,97,1002.7,1.26,3.52,0.0,0.0,0.0
1641621600,8.1,96,1002.7,1.92,3.11,0.0,0.0,0.0
1641625200,9.4,89,1002.7,0.42,1.75,37.7,28.9,72.0
1641628800,10.0,91,1003.2,1.20,0.89,118.8,97.2,81.1
1641632400,10.5,91,1003.2,0.71,0.90,166.6,140.0,71.0
1641636000,11.4,87,1002.9,1.10,1.51,243.1,174.6,155.6
1641639600,11.7,83,1002.2,2.56,3.41,206.5,178.2,61.6
1641643200,10.5,89,1001.8,2.83,4.26,86.3,86.3,0.0
1641646800,10.5,90,1001.5,3.26,4.92,68.2,68.2,0.0
1641650400,10.7,88,1001.5,3.71,5.68,79.0,74.2,19.9
1641654000,10.2,93,1001.5,4.11,7.17,16.9,16.9,0.0
1641657600,9.9,92,1001.7,5.46,9.34,0.0,0.0,0.0
1641661200,9.8,91,1001.9,5.61,9.63,0.0,0.0,0.0
1641664800,9.9,87,1001.5,5.80,9.85,0.0,0.0,0.0
1641668400,9.8,83,1001.5,5.91,10.12,0.0,0.0,0.0
1641672000,10.0,77,1001.5,7.08,11.75,0.0,0.0,0.0
1641675600,10.1,73,1001.3,7.50,12.18,0.0,0.0,0.0
1641679200,10.1,72,1001.1,7.50,12.20,0.0,0.0,0.0
1641682800,9.9,73,1001.1,6.81,11.28,0.0,0.0,0.0
1641686400,10.6,65,1001.3,5.08,8.52,0.0,0.0,0.0
1641690000,10.8,64,1001.3,4.96,8.32,0.0,0.0,0.0
1641693600,10.5,65,1000.9,4.63,8.08,0.0,0.0,0.0
1641697200,9.7,72,1000.4,5.10,8.77,0.0,0.0,0.0
1641700800,8.3,83,1000.3,4.36,7.69,0.0,0.0,0.0
1641704400,7.5,84,1000.3,4.24,7.61,0.0,0.0,0.0
1641708000,6.9,82,1000.6,3.82,7.23,0.0,0.0,0.0
1641711600,6.7,80,1000.5,3.33,6.52,57.7,33.3,196.8
1641715200,7.9,72,1000.3,2.70,4.88,214.5,74.2,524.6
1641718800,9.2,65,999.8,2.33,3.26,342.5,83.3,689.2
1641722400,10.4,60,999.6,1.78,2.44,431.7,84.6,784.4
1641726000,11.0,51,998.5,1.53,2.01,463.8,85.1,819.4
1641729600,11.0,54,997.3,1.33,1.62,439.6,77.7,833.9
1641733200,10.5,55,996.7,1.17,1.41,219.9,177.7,117.4
1641736800,10.1,60,996.1,0.72,0.86,105.6,105.6,0.0
1641740400,9.1,78,995.7,0.85,1.13,48.7,43.2,58.2
1641744000,6.3,79,995.0,1.84,2.15,0.0,0.0,0.0
1641747600,5.5,81,994.6,1.63,2.91,0.0,0.0,0.0
1641751200,6.3,76,994.1,1.98,4.32,0.0,0.0,0.0
1641754800,7.2,68,993.7,2.40,5.24,0.0,0.0,0.0
1641758400,7.2,62,993.1,2.60,5.71,0.0,0.0,0.0
1641762000,6.7,70,992.5,3.31,6.65,0.0,0.0,0.0
1641765600,6.9,83,991.8,3.41,6.81,0.0,0.0,0.0
1641769200,6.9,84,991.3,4.71,7.78,0.0,0.0,0.0
1641772800,7.9,91,990.5,2.06,4.63,0.0,0.0,0.0
1641776400,7.9,93,990.0,2.48,5.10,0.0,0.0,0.0
1641780000,7.7,94,989.2,2.52,5.27,0.0,0.0,0.0
1641783600,7.9,93,988.7,2.66,5.54,0.0,0.0,0.0
1641787200,7.7,94,988.1,2.60,5.51,0.0,0.0,0.0
1641790800,7.9,92,988.0,3.49,6.80,0.0,0.0,0.0
1641794400,8.2,91,988.0,4.49,8.18,0.0,0.0,0.0
1641798000,8.2,90,988.4,4.30,7.69,22.2,22.2,0.0
1641801600,9.0,86,988.6,4.74,7.99,105.1,94.4,40.1
1641805200,8.7,91,988.9,2.65,5.28,61.3,61.3,0.0
1641808800,9.0,89,989.0,3.22,5.63,107.1,107.1,0.0
1641812400,8.9,89,988.8,3.44,5.70,79.0,79.0,0.0
1641816000,9.3,90,988.8,1.97,2.95,59.5,59.5,0.0
1641819600,8.7,93,988.8,2.20,4.15,54.8,54.8,0.0
1641823200,9.1,91,989.4,2.30,4.71,44.9,44.9,0.0
1641826800,8.6,90,990.0,3.04,5.64,9.0,9.0,0.0
1641830400,8.8,89,990.8,3.81,7.10,0.0,0.0,0.0
1641834000,9.1,82,991.6,3.81,6.80,0.0,0.0,0.0
1641837600,9.4,80,992.1,3.94,7.32,0.0,0.0,0.0
1641841200,9.5,83,992.2,4.33,8.09,0.0,0.0,0.0
1641844800,9.7,80,992.9,5.61,9.69,0.0,0.0,0.0
1641848400,9.5,77,993.3,5.02,8.92,0.0,0.0,0.0
1641852000,9.4,78,993.7,5.55,9.76,0.0,0.0,0.0
1641855600,9.6,78,994.0,6.33,10.79,0.0,0.0,0.0
1641859200,10.3,77,993.5,7.08,12.03,0.0,0.0,0.0
1641862800,9.8,76,994.1,8.46,13.78,0.0,0.0,0.0
1641866400,9.3,77,994.6,8.65,14.05,0.0,0.0,0.0
1641870000,9.0,79,995.0,8.72,14.04,0.0,0.0,0.0
1641873600,8.8,80,995.3,8.42,13.60,0.0,0.0,0.0
1641877200,9.2,77,995.7,8.60,13.91,0.0,0.0,0.0
1641880800,9.5,74,996.5,8.10,13.22,0.0,0.0,0.0
1641884400,9.8,75,997.4,8.23,13.30,42.1,39.9,17.6
1641888000,10.2,73,998.0,9.00,14.22,98.3,92.9,20.0
1641891600,11.1,71,998.8,8.27,12.53,276.5,164.3,295.8
1641895200,11.6,68,999.3,7.65,11.41,321.5,200.4,271.1
1641898800,12.0,66,999.6,7.74,11.31,406.4,151.0,546.8
1641902400,12.3,66,999.2,8.37,12.50,401.6,119.1,643.1
1641906000,11.8,66,999.6,8.50,12.75,330.2,86.4,667.5
1641909600,11.5,68,999.8,8.75,13.31,213.9,64.3,598.4
1641913200,10.7,70,1000.6,8.46,13.37,72.3,31.9,398.6
1641916800,10.1,70,1001.9,7.81,12.66,0.0,0.0,0.0
1641920400,9.9,69,1003.0,7.69,12.55,0.0,0.0,0.0
1641924000,9.6,70,1003.7,7.11,11.80,0.0,0.0,0.0
1641927600,9.5,71,1004.2,6.69,11.20,0.0,0.0,0.0
1641931200,9.2,72,1004.5,6.58,11.01,0.0,0.0,0.0
1641934800,9.1,73,1004.9,6.11,10.47,0.0,0.0,0.0
1641938400,9.0,73,1005.5,5.68,9.65,0.0,0.0,0.0
1641942000,8.9,74,1006.0,5.25,9.14,0.0,0.0,0.0
1641945600,9.3,73,1005.7,6.90,11.36,0.0,0.0,0.0
1641949200,9.5,69,1006.1,6.60,10.98,0.0,0.0,0.0
1641952800,9.5,68,1006.5,6.62,10.89,0.0,0.0,0.0
1641956400,9.2,67,1006.8,6.69,10.99,0.0,0.0,0.0
1641960000,8.9,69,1007.3,6.21,10.32,0.0,0.0,0.0
1641963600,8.6,69,1008.2,5.49,9.28,0.0,0.0,0.0
1641967200,8.3,70,1008.9,4.70,8.22,0.0,0.0,0.0
1641970800,8.9,68,1009.9,4.56,7.85,55.3,37.6,139.4
1641974400,9.9,62,1010.7,5.64,8.68,193.8,94.2,366.9
1641978000,10.5,57,1011.6,6.41,9.32,319.2,112.2,543.1
1641981600,10.6,58,1012.0,6.71,9.69,392.2,138.2,565.9
1641985200,10.9,58,1012.2,6.45,9.30,399.4,159.1,511.6
1641988800,11.8,53,1011.6,6.88,9.88,373.0,148.0,508.8
1641992400,11.5,54,1012.0,7.04,10.29,336.8,84.7,684.7
1641996000,10.8,59,1012.6,6.82,10.28,184.7,86.3,388.6
1641999600,10.2,64,1013.2,5.71,9.24,54.2,36.3,171.0
1642003200,9.9,63,1013.8,5.71,9.46,0.0,0.0,0.0
1642006800,9.8,64,1014.7,5.82,9.78,0.0,0.0,0.0
1642010400,9.5,64,1015.3,5.49,9.22,0.0,0.0,0.0
1642014000,9.3,67,1015.9,5.24,8.82,0.0,0.0,0.0
1642017600,9.2,66,1016.6,5.55,9.14,0.0,0.0,0.0
1642021200,8.6,66,1017.2,5.19,8.83,0.0,0.0,0.0
1642024800,8.2,66,1017.9,5.01,8.61,0.0,0.0,0.0
1642028400,7.9,67,1018.2,4.56,8.06,0.0,0.0,0.0
1642032000,8.2,68,1017.7,6.37,10.56,0.0,0.0,0.0
1642035600,7.8,69,1018.0,5.71,9.77,0.0,0.0,0.0
1642039200,7.5,70,1018.4,5.28,9.19,0.0,0.0,0.0
1642042800,7.1,72,1018.6,5.50,9.44,0.0,0.0,0.0
1642046400,6.9,67,1018.9,5.46,9.44,0.0,0.0,0.0
1642050000,6.8,64,1019.6,4.96,8.83,0.0,0.0,0.0
1642053600,6.7,65,1020.1,4.90,8.63,0.0,0.0,0.0
1642057200,6.9,69,1020.9,4.68,8.23,68.5,35.3,258.8
1642060800,7.8,61,1021.6,5.31,8.04,225.8,73.9,556.5
1642064400,8.0,60,1022.4,6.39,9.25,360.8,85.6,718.3
1642068000,8.4,56,1022.9,6.39,9.08,448.0,90.0,793.5
1642071600,8.5,57,1022.8,6.26,8.79,482.6,87.2,837.4
1642075200,9.0,55,1021.6,6.07,8.60,455.9,82.7,838.6
1642078800,8.7,56,1021.5,5.63,8.13,368.7,72.1,798.5
1642082400,8.3,56,1022.2,5.85,8.64,238.5,59.0,700.0
1642086000,7.8,58,1022.3,5.35,8.56,85.3,31.0,503.9
1642089600,7.0,58,1022.7,4.48,7.92,0.0,0.0,0.0
1642093200,7.1,52,1023.4,4.88,8.73,0.0,0.0,0.0
1642096800,7.5,52,1023.8,5.81,9.97,0.0,0.0,0.0
1642100400,7.7,50,1023.9,5.69,9.80,0.0,0.0,0.0
1642104000,7.5,51,1024.0,5.12,9.07,0.0,0.0,0.0
1642107600,7.3,51,1024.1,5.08,8.95,0.0,0.0,0.0
1642111200,7.2,53,1024.3,5.05,9.10,0.0,0.0,0.0
1642114800,7.2,54,1024.0,4.81,8.78,0.0,0.0,0.0
1642118400,7.9,54,1022.9,5.12,9.19,0.0,0.0,0.0
1642122000,7.7,59,1023.1,5.20,9.36,0.0,0.0,0.0
1642125600,7.9,57,1023.0,5.17,9.20,0.0,0.0,0.0
1642129200,7.6,61,1022.4,4.09,7.92,0.0,0.0,0.0
1642132800,7.2,64,1022.1,3.77,7.59,0.0,0.0,0.0
1642136400,7.1,66,1022.3,3.50,6.96,0.0,0.0,0.0
1642140000,6.6,72,1022.4,2.91,6.40,0.0,0.0,0.0
1642143600,7.0,77,1022.2,2.83,5.85,66.2,35.3,238.8
1642147200,9.1,76,1021.9,2.62,5.05,218.9,72.5,532.9
1642150800,10.8,69,1021.7,3.22,4.61,346.8,87.9,672.3
1642154400,11.9,59,1021.3,6.07,8.80,418.0,107.2,685.3
1642158000,12.2,59,1020.2,6.00,8.53,463.5,92.3,781.5
1642161600,12.7,63,1019.0,7.47,10.77,425.4,103.9,717.4
1642165200,12.7,63,1018.4,7.59,11.18,331.2,105.6,602.2
1642168800,12.5,68,1018.0,7.38,10.95,187.2,98.9,340.2
1642172400,12.1,71,1017.4,6.00,9.77,55.6,39.0,149.0
1642176000,11.4,74,1017.2,5.86,10.02,0.0,0.0,0.0
1642179600,11.5,75,1017.1,5.74,9.84,0.0,0.0,0.0
1642183200,11.5,77,1017.0,5.44,9.39,0.0,0.0,0.0
1642186800,11.3,80,1016.8,5.28,9.38,0.0,0.0,0.0
1642190400,11.1,83,1016.7,5.38,9.28,0.0,0.0,0.0
1642194000,10.4,84,1016.2,5.02,8.81,0.0,0.0,0.0
1642197600,9.6,83,1015.7,4.84,8.77,0.0,0.0,0.0
1642201200,9.2,81,1015.3,4.96,9.14,0.0,0.0,0.0
1642204800,10.0,81,1014.7,5.69,10.22,0.0,0.0,0.0
1642208400,10.1,84,1014.2,5.61,10.29,0.0,0.0,0.0
1642212000,10.8,85,1013.9,6.66,11.45,0.0,0.0,0.0
1642215600,11.0,87,1013.4,5.99,10.49,0.0,0.0,0.0
1642219200,11.3,89,1013.3,5.48,9.85,0.0,0.0,0.0
1642222800,11.7,87,1013.3,5.79,10.21,0.0,0.0,0.0
1642226400,11.6,87,1013.3,5.82,10.28,0.0,0.0,0.0
1642230000,12.1,82,1013.5,5.97,10.28,66.1,33.1,252.8
1642233600,13.3,74,1013.9,5.43,9.04,218.6,72.4,528.9
1642237200,14.0,63,1014.3,5.40,8.30,351.3,83.2,692.3
1642240800,14.3,62,1014.4,5.60,8.20,439.4,85.7,775.6
1642244400,14.4,62,1014.3,6.10,8.91,472.7,85.2,811.1
1642248000,15.3,56,1013.8,6.43,9.23,444.9,81.8,804.6
1642251600,14.5,55,1013.7,6.10,9.01,365.9,72.3,776.9
1642255200,13.3,56,1013.7,5.56,8.50,240.5,57.7,695.0
1642258800,12.2,61,1013.8,4.71,8.20,91.0,30.5,528.1
1642262400,11.3,55,1013.8,4.96,9.12,0.0,0.0,0.0
1642266000,10.9,63,1014.0,5.02,9.30,0.0,0.0,0.0
1642269600,10.6,72,1014.3,5.00,9.24,0.0,0.0,0.0
1642273200,10.4,69,1014.6,4.80,8.92,0.0,0.0,0.0
1642276800,10.2,68,1015.0,4.90,8.94,0.0,0.0,0.0
1642280400,10.0,67,1015.2,4.82,8.88,0.0,0.0,0.0
1642284000,9.8,70,1015.5,4.62,8.61,0.0,0.0,0.0
1642287600,9.6,70,1015.9,4.36,8.42,0.0,0.0,0.0
1642291200,10.0,66,1015.5,4.55,8.69,0.0,0.0,0.0
1642294800,9.2,73,1015.3,3.93,7.71,0.0,0.0,0.0
1642298400,8.5,78,1016.0,3.50,7.24,0.0,0.0,0.0
1642302000,8.2,81,1015.6,3.30,6.97,0.0,0.0,0.0
1642305600,8.0,82,1016.2,2.80,6.38,0.0,0.0,0.0
1642309200,7.8,84,1016.3,2.60,5.79,0.0,0.0,0.0
1642312800,6.7,88,1016.7,2.14,4.81,0.0,0.0,0.0
1642316400,7.9,86,1017.8,1.66,2.78,70.4,35.2,266.3
1642320000,10.4,81,1018.1,1.36,1.49,226.3,73.7,548.7
1642323600,12.2,70,1018.6,1.48,1.72,360.5,83.2,711.8
1642327200,13.3,59,1018.6,1.42,1.70,449.1,86.8,789.9
1642330800,14.1,53,1018.1,1.06,1.22,481.0,86.2,821.1
1642334400,13.8,57,1017.9,1.96,2.40,430.6,102.1,723.1
1642338000,13.6,58,1017.7,1.87,2.28,360.8,83.2,728.2
1642341600,13.0,61,1017.6,2.26,2.98,236.2,63.5,648.0
1642345200,11.6,66,1017.7,2.14,3.93,83.6,34.5,416.0
1642348800,9.6,76,1017.6,1.52,2.97,0.0,0.0,0.0
1642352400,8.0,88,1017.9,2.15,2.97,0.0,0.0,0.0
1642356000,7.6,93,1017.7,2.83,4.65,0.0,0.0,0.0
1642359600,7.7,96,1017.8,1.91,4.75,0.0,0.0,0.0
1642363200,6.9,98,1018.2,1.84,3.77,0.0,0.0,0.0
1642366800,7.1,99,1017.8,1.62,3.52,0.0,0.0,0.0
1642370400,6.3,100,1017.6,1.49,2.79,0.0,0.0,0.0
